0,0.000000,0.021000,279,K__
0,0.021000,0.021000,351,K__
0,0.042000,0.021000,207,K__
0,0.063000,0.021000,280,K__
0,0.085000,0.021000,275,K__
0,0.106000,0.021000,237,K__
0,0.127000,0.021000,247,K__
0,0.149000,0.021000,239,K__
0,0.171000,0.021000,261,___
0,0.192000,0.021000,236,K__
0,0.213000,0.021000,299,K__
0,0.235000,0.021000,268,K__
0,0.256000,0.021000,214,K__
0,0.277000,0.021000,257,K__
0,0.299000,0.021000,265,K__
0,0.320000,0.021000,253,K__
0,0.341000,0.021000,256,K__
0,0.362000,0.021000,249,K__
0,0.384000,0.021000,243,K__
0,0.405000,0.021000,258,K__
0,0.426000,0.021000,261,K__
0,0.448000,0.021000,234,K__
0,0.469000,0.021000,285,___
0,0.491000,0.021000,302,K__
1,0.000000,0.032000,768,K__
1,0.032000,0.032000,768,K__
1,0.064000,0.032000,768,K__
1,0.096000,0.032000,768,K__
1,0.128000,0.032000,768,K__
1,0.160000,0.032000,768,K__
1,0.192000,0.032000,768,K__
1,0.224000,0.032000,768,K__
1,0.256000,0.032000,768,K__
1,0.288000,0.032000,768,K__
1,0.320000,0.032000,768,K__
1,0.352000,0.032000,768,K__
1,0.384000,0.032000,768,K__
1,0.416000,0.032000,768,K__
1,0.448000,0.032000,768,K__
1,0.480000,0.032000,768,K__
2,0.000000,0.032000,768,K__
2,0.032000,0.032000,768,K__
2,0.064000,0.032000,768,K__
2,0.096000,0.032000,768,K__
3,0.000000,0.032000,768,K__
3,0.032000,0.032000,768,K__
0,0.512000,0.021000,226,K__
0,0.533000,0.021000,248,K__
0,0.554000,0.021000,243,K__
0,0.575000,0.021000,247,K__
0,0.597000,0.021000,282,K__
0,0.618000,0.021000,261,K__
0,0.639000,0.021000,285,K__
0,0.661000,0.021000,249,K__
0,0.683000,0.021000,277,___
0,0.704000,0.021000,236,K__
0,0.725000,0.021000,261,K__
0,0.747000,0.021000,242,K__
0,0.768000,0.021000,241,K__
0,0.789000,0.021000,288,K__
0,0.811000,0.021000,244,K__
0,0.832000,0.021000,257,K__
0,0.853000,0.021000,300,K__
0,0.874000,0.021000,295,K__
0,0.896000,0.021000,234,K__
0,0.917000,0.021000,230,K__
0,0.938000,0.021000,257,K__
0,0.960000,0.021000,279,K__
0,0.981000,0.021000,221,___
0,1.003000,0.021000,229,K__
1,0.512000,0.032000,768,K__
1,0.544000,0.032000,768,K__
1,0.576000,0.032000,768,K__
1,0.608000,0.032000,768,K__
1,0.640000,0.032000,768,K__
1,0.672000,0.032000,768,K__
1,0.704000,0.032000,768,K__
1,0.736000,0.032000,768,K__
1,0.768000,0.032000,768,K__
1,0.800000,0.032000,768,K__
1,0.832000,0.032000,768,K__
1,0.864000,0.032000,768,K__
1,0.896000,0.032000,768,K__
1,0.928000,0.032000,768,K__
1,0.960000,0.032000,768,K__
1,0.992000,0.032000,768,K__
